sequence_length,total_cycles,total_core_to_l2_request_bytes,avg_core_to_l2_request_size_bytes,input_sram_hits,input_sram_misses,input_sram_hit_rate_pct,acc_sram_hits,acc_sram_misses,acc_sram_hit_rate_pct,dram_row_hit_rate_pct,dram_row_miss_rate_pct,dram_row_conflict_rate_pct,dram_bw_util_pct,total_dram_read_requests,total_dram_read_bytes,instructions_per_tile,core_idle_pct,core_idle_cycles,systolic_array_util_pct,pe_util_pct,vector_util_pct
3,13062,1856640,16470.9,1157,49776,2.27161,288,27790,1.02571,24.1227,0.0275767,75.8497,23.1499,57648,1844736,7.57727,22.575,11795,29.5514,0.0535906,0.191395
